loss,accuracy,training_time,memory_usage
3.7832241249084473,46.625,15.889778852462769,5841.1162109375
2.683594093322754,83.625,15.93596339225769,5841.1162109375
2.337559337615967,60.875,15.989073991775513,5841.1162109375
2.13840350151062,89.25,15.993844270706177,5841.1162109375
1.9995081186294557,95.375,16.03152084350586,5841.1162109375
1.9178205728530884,89.5,16.08329439163208,5841.1162109375
1.8618521833419799,96.5,16.09135127067566,5841.1162109375
1.8250790596008302,79.25,16.136073350906372,5841.1162109375
1.8125398302078246,96.25,16.18198299407959,5841.1162109375
1.7946196460723878,87.25,16.210705280303955,5841.1162109375
1.7672564363479615,95.625,16.221085786819458,5841.1162109375
1.779718174934387,92.875,16.23799157142639,5841.1162109375
1.7576047801971435,95.375,16.245075225830078,5841.1162109375
1.7626101493835449,84.625,16.264477014541626,5841.1162109375
1.7855704927444458,88.375,16.270355224609375,5841.1162109375
1.7558684968948364,97.0,16.32882833480835,5841.1162109375
1.7451653242111207,93.875,16.32898712158203,5841.1162109375
1.7333253526687622,97.5,16.297806978225708,5841.1162109375
1.7228424119949342,97.375,16.311012506484985,5841.1162109375
1.7149674797058105,98.25,16.29478430747986,5841.1162109375
1.701434268951416,98.875,16.303181648254395,5841.3271484375
1.6970724248886109,98.5,16.31270694732666,5841.1162109375
1.6846286010742189,98.0,16.303476572036743,5841.1162109375
1.6738488149642945,98.0,16.295796871185303,5841.1162109375
1.6725032091140748,97.75,16.316919088363647,5841.1162109375
1.6689522123336793,97.625,16.32711434364319,5841.1162109375
1.6660725355148316,98.125,16.322371006011963,5841.1162109375
1.644256353378296,98.375,16.309484720230103,5841.1162109375
1.6384645462036134,96.25,16.299480438232422,5841.1162109375
1.6322081279754639,95.75,16.30975651741028,5841.1162109375
1.6287500667572021,94.5,16.613208055496216,5841.1162109375
1.6559677076339723,94.75,16.309642791748047,5841.1162109375
1.652916955947876,87.125,16.319045543670654,5841.1162109375
1.6718431663513185,97.125,16.320612907409668,5841.1162109375
1.6399553394317627,92.25,16.303013563156128,5841.1162109375
1.6134529685974122,96.25,16.309595823287964,5841.1162109375
1.5841916370391846,96.25,16.31904911994934,5841.1162109375
1.5437918424606323,95.75,16.316370725631714,5841.1162109375
1.5503299188613893,96.25,16.311112642288208,5841.1162109375
1.522744092941284,96.875,16.309026956558228,5841.1162109375
1.4799505853652954,95.25,16.28633975982666,5841.1162109375
1.4835190343856812,90.625,16.309605836868286,5841.1162109375
1.5454442596435547,86.375,16.30575656890869,5841.1162109375
1.5144306373596192,93.375,16.31116557121277,5841.1162109375
1.4385310745239257,88.375,16.310669660568237,5841.1162109375
1.3866673707962036,97.625,16.312101364135742,5841.1162109375
1.341102170944214,96.25,16.315654516220093,5841.1162109375
1.314285101890564,95.5,16.310067892074585,5841.1162109375
1.2962013959884644,92.25,16.31792712211609,5841.1162109375
1.2725928592681885,96.375,16.32786202430725,5841.1162109375
1.2657814407348633,95.375,16.300375938415527,5841.1162109375
1.2477392482757568,94.0,16.32820200920105,5841.1162109375
1.2257607984542847,97.125,16.313788890838623,5841.1162109375
1.2070219659805297,98.125,16.313199281692505,5841.1162109375
1.1957540225982666,92.375,16.299843549728394,5841.1162109375
1.1947566366195679,96.75,16.297889709472656,5841.1162109375
1.1950201511383056,95.25,16.320155143737793,5841.1162109375
1.189908618927002,86.125,16.295602798461914,5841.1162109375
1.1718582344055175,96.625,16.309550046920776,5841.1162109375
1.1545590782165527,97.25,16.30561923980713,5841.1162109375
1.132104983329773,94.5,16.30060386657715,5841.1162109375
1.1317078638076783,97.375,16.3098304271698,5841.1162109375
1.1234283208847047,97.25,16.294422149658203,5841.1162109375
1.1133124494552613,96.875,16.311387300491333,5841.1162109375
