loss,accuracy,training_time,memory_usage
3.6699828815460207,36.75,15.968839883804321,5666.88232421875
2.533061876296997,88.25,16.02325463294983,5666.88232421875
2.3127338600158693,96.0,16.09841299057007,5666.88232421875
2.133077850341797,93.125,16.12648892402649,5666.88232421875
2.044678945541382,96.0,16.19247269630432,5666.88232421875
1.9993685150146485,91.875,16.282114505767822,5666.88232421875
1.9439517641067505,96.25,16.253298044204712,5666.88232421875
1.914413695335388,96.875,16.25195336341858,5666.88232421875
1.9136752414703369,96.5,16.306187868118286,5666.88232421875
1.8856397533416749,97.0,16.346746683120728,5666.88232421875
1.8568048286437988,97.5,16.342034101486206,5666.88232421875
1.8417604780197143,98.0,16.355801105499268,5666.88232421875
1.838152437210083,89.625,16.332854509353638,5666.88232421875
1.8637082719802855,86.0,16.318296670913696,5666.88232421875
1.8498130655288696,90.75,16.34702730178833,5666.88232421875
1.8397221660614014,93.625,16.33633804321289,5666.88232421875
1.8306411504745483,87.125,16.331745624542236,5666.88232421875
1.8225909328460694,97.75,16.338565826416016,5666.88232421875
1.8103499364852906,97.875,16.33107280731201,5666.88232421875
1.8015886163711547,93.5,16.32846426963806,5666.88232421875
1.7854303550720214,98.25,16.34353542327881,5666.88232421875
1.773370099067688,97.875,16.340603590011597,5666.88232421875
1.7746966409683227,96.875,16.356786012649536,5666.88232421875
1.7559124374389647,97.5,16.33399200439453,5666.88232421875
1.742888422012329,96.5,16.344497203826904,5666.88232421875
1.7239077615737914,97.375,16.341742038726807,5666.88232421875
1.7071147441864014,97.5,16.34364676475525,5666.88232421875
1.6700486516952515,95.875,16.36095356941223,5666.88232421875
1.6739581108093262,95.5,16.355342626571655,5666.88232421875
1.645725474357605,95.75,16.34260106086731,5666.88232421875
1.622978343963623,96.75,16.33193612098694,5666.88232421875
1.6265107011795044,88.125,16.33252739906311,5666.88232421875
1.6097258996963502,94.125,16.3464412689209,5666.97607421875
1.636083025932312,94.875,16.34734296798706,5666.88232421875
1.5759715986251832,95.0,16.34646201133728,5666.88232421875
1.5157853937149048,95.75,16.337742567062378,5666.88232421875
