loss,accuracy,training_time,memory_usage
0.7909331840276718,0.59125,30.86574959754944,16050324992
8022114.31855889,0.0925,27.372100114822388,16049629696
8432097.2303125,0.065,27.569559335708618,16049629696
6394.080535163879,0.0525,28.10058832168579,16049629696
9.430381093025208,0.17875,28.103253602981567,16049629696
2.1662412667274475,0.31375,28.094075679779053,16049629696
1.7677069330215454,0.385,28.18284821510315,16049629696
1.6825190496444702,0.45375,28.13014507293701,16049629696
1.5574269723892211,0.5025,28.13438844680786,16049629696
1.411431748867035,0.51625,28.161760091781616,16049629696
1.3587960934638976,0.4775,28.170258045196533,16049629696
1.2856334233283997,0.57125,28.1706964969635,16049629696
1.1900745475292205,0.545,28.163594961166382,16049629696
1.1347805833816529,0.55125,28.20676279067993,16049629696
1.058569232225418,0.64125,28.15026569366455,16049629696
1.0530633974075316,0.635,28.213784217834473,16049629696
1.0379780113697052,0.6425,28.152836561203003,16049629696
0.9865107238292694,0.615,28.18131446838379,16049629696
0.9424530506134033,0.67125,28.165847301483154,16049629696
0.8954246711730957,0.67875,28.174268007278442,16049629696
0.8731217789649963,0.66,28.166987657546997,16049629696
0.8870653426647186,0.6575,28.2135751247406,16049629696
0.8300743579864502,0.74625,28.199233055114746,16049629696
0.8063737499713898,0.7075,28.163612365722656,16049629696
0.773040463924408,0.695,28.172003507614136,16049629696
0.7785411787033081,0.7075,28.14732813835144,16049629696
0.7768798780441284,0.68125,28.189364194869995,16049629696
0.7242622935771942,0.755,28.204073667526245,16049629696
0.6919967317581177,0.7375,28.20494532585144,16049629696
0.7660708194971084,0.78625,28.179691314697266,16049629696
0.6674559652805329,0.805,28.232566833496094,16049629696
0.6579595166444778,0.77125,28.215025663375854,16049629696
0.6360599446296692,0.76125,28.17147183418274,16049629696
0.6531409430503845,0.79625,28.246609210968018,16049629696
0.6292388916015625,0.73875,28.231667280197144,16049629696
0.6621451133489609,0.775,28.180708646774292,16049629696
0.6383776599168778,0.81125,28.222338914871216,16049629696
0.5783036965131759,0.78625,28.19718027114868,16049629696
0.5631112885475159,0.81,28.15241026878357,16049629696
0.5454218971729279,0.8075,28.212494611740112,16049629696
0.5504571509361267,0.8325,28.216349363327026,16049629696
0.49073528110980985,0.805,28.18399715423584,16049629696
0.48997906744480135,0.82875,28.198137760162354,16049629696
0.4877066624164581,0.84,28.16458249092102,16049629696
0.5073361599445343,0.7475,28.175439834594727,16049629696
0.5287293362617492,0.84125,28.226316452026367,16049629696
0.5168324840068818,0.8425,28.239150047302246,16049629696
0.4603916037082672,0.82625,28.171102285385132,16049629696
0.4327282279729843,0.855,28.216615915298462,16049629696
0.5898905670642853,0.80375,28.210482835769653,16049629696
0.47177490293979646,0.81125,28.234763622283936,16049629696
0.43523805022239687,0.8275,28.187280893325806,16049629696
0.4377510517835617,0.84,28.188246726989746,16049629696
0.43924225091934205,0.84875,28.2035973072052,16049629696
0.46365188151597975,0.85,28.183789253234863,16049629696
0.47065666526556016,0.84125,28.178447246551514,16049629696
0.40571606665849685,0.84125,28.18006706237793,16049629696
0.3950523117184639,0.83375,28.213234663009644,16049629696
0.43359643399715425,0.84875,28.161842346191406,16049629696
0.41272693753242495,0.86125,28.24237322807312,16049629696
0.38471183836460116,0.84625,28.153554916381836,16049629696
0.3984446835517883,0.84625,28.197961568832397,16049629696
0.3845552414655685,0.83375,28.20218563079834,16049629696
0.4031880420446396,0.83625,28.1561062335968,16049629696
0.3910134455561638,0.85625,28.171298027038574,16049629696
0.36510335057973864,0.84875,28.165293216705322,16049629696
0.34917657941579816,0.865,28.179227352142334,16049629696
0.3637581521272659,0.82375,28.230729579925537,16049629696
0.35017562836408617,0.86,28.19448208808899,16049629696
0.3593298783898354,0.85625,28.230430841445923,16049629696
0.35016446083784103,0.87375,28.251513481140137,16049629696
0.3289917427301407,0.87,28.191915273666382,16049629696
0.2977996037900448,0.87625,28.18519687652588,16049629696
0.33778835386037825,0.84625,28.17617392539978,16049629696
0.3706686642765999,0.8725,28.193186044692993,16049629696
0.3132893213629723,0.86125,28.167099475860596,16049629696
0.34507413774728773,0.855,28.23932409286499,16049629696
0.3292609813809395,0.8725,28.1894109249115,16049629696
0.31719885051250457,0.8725,28.195521116256714,16049629696
0.32979360401630403,0.88,28.12909507751465,16049629696
0.3676391153037548,0.85875,28.157886266708374,16049629696
0.3417587742209435,0.85875,28.205769538879395,16049629696
0.3580945461988449,0.8725,28.22024631500244,16049629696
0.29161288529634477,0.87375,28.195197582244873,16049629696
0.27231908574700353,0.84625,28.19546413421631,16049629696
0.3167779801785946,0.8575,28.176764965057373,16049629696
0.3045834204554558,0.9,28.177205324172974,16049629696
0.2757717835903168,0.87,28.218117713928223,16049629696
0.3438850039243698,0.8625,28.19379687309265,16049629696
0.2554876840114593,0.895,28.167317867279053,16049629696
0.2539300882816315,0.87125,28.146536588668823,16049629696
0.311380407512188,0.8725,28.269016981124878,16049629696
0.286206022799015,0.88625,28.214308738708496,16049629696
0.3249101158976555,0.8475,28.23089623451233,16049629696
0.26411054700613024,0.88,28.2098605632782,16049629696
0.26586502671241763,0.88875,28.196969747543335,16049629696
0.25204948008060457,0.88125,28.212087631225586,16049629696
0.25128388121724127,0.85875,28.232743501663208,16049629696
0.3579594211280346,0.8825,28.187499523162842,16049629696
0.258060455173254,0.87875,28.185847520828247,16049629696
